userID, productId, Rating, timestamp
A361M14PU2GUEG,B000LRMS66,5.0,1324944000
A1YEPFLLH42OU1,B007WTAJTO,4.0,1354147200
A1SB9BNNGKNX2Z,B000652M6Y,5.0,1294704000
A2GOHNFBHUU3UI,B000MWC0IG,5.0,1310428800
A7QMQBGJ2TCQG,B001GKPOJK,5.0,1272153600
A31ICLWQ9CSHRS,B005DSPLC6,5.0,1324598400
AU3GYRAKBUAEU,B00191PKJK,1.0,1233100800
AYO1146CBIV5C,B0064RY5PO,5.0,1352764800
A1EVV74UQYVKRY,B006WPR60O,5.0,1355788800
A2I2KPNJDQ9SL0,B00006RVPW,5.0,1371254400
A3N0P5AAMP6XD2,B00DIVV6WY,4.0,1382659200
A2Y3WWPUKIJ59I,B000VX6XL6,5.0,1367539200
A3PU3EDJ2FG1AW,B00G8OUKJ8,5.0,1395964800
A2L9OPJAAEK08Q,B002WE6D44,4.0,1324425600
A291XTI6NO7DEG,B005CT56F8,5.0,1396051200
A3V6Z4RCDGRC44,B000H72MMU,5.0,1322265600
A2D1ZQEFS1NBH2,B008U23F3E,5.0,1368662400
A2Y1WNETD9AYHO,B0002D6QJO,5.0,1225670400
ALDAF4VVLFRHP,B000JE7GPY,5.0,1327795200
A2AF0NOCM71J0B,B005ARQV6U,5.0,1364515200
A2KZOIOFXXMC1H,B003RYJ5BQ,5.0,1314835200
A3S3VSXEFXBMRC,B004KMM8LS,2.0,1341187200
AB094YABX21WQ,B000JJM8XE,5.0,1308009600
A19HKRB4LU5YR,B000Z3K46W,2.0,1264896000
ANRS196NKFVUU,B002SGATH8,5.0,1380672000
AROQO2VDODT7,B002NEGTT2,5.0,1292198400
A250AXLRBVYKB4,B000PDK53E,3.0,1230508800
A2UOHALGF2X77Q,B000IN09C8,5.0,1247788800
A2PICNZWHEINQC,B00C9TEOCA,4.0,1385769600
AYLLSFYS3UP1H,B007VGGIB6,2.0,1387411200
A20DDH4NT6Q1E8,B001S0LUCI,5.0,1350777600
AMUP8DYE7EAN2,B00005ATMB,4.0,1231891200
A27ADCSD15F3GL,B005INAIOW,5.0,1331424000
A203OCQQ12MAVT,B002R20X9M,5.0,1265760000
A353U0L2HAMSHV,B000OLDG60,4.0,1279670400
A25WJCAP606YMP,B00DR8LAE2,4.0,1379462400
A28UMA3GW9L124,B00BD99JSQ,3.0,1395273600
A3EZEP0FX5BC1P,B001D7REIK,4.0,1254873600
A149RNR5RH19YY,B000OOZVD8,4.0,1249948800
A3SX5MZTCZRQLF,B00IORDBPC,3.0,1403654400
A3OXHLG6DIBRW8,B009AY07DM,4.0,1385251200
A2F2F7N94SR1KQ,B0009KA6P0,4.0,1391817600
A1HFT68GJ42LTM,B00EOI2SR2,3.0,1381881600
A2IT7S59GSASN7,B00062FL4C,1.0,1128556800
A1MFVAHTT2BHM0,B002B3YCQM,5.0,1395100800
A2KYRPDKVBI2R4,B0051KO7IU,5.0,1361923200
A2NYK9KWFMJV4Y,B0001WPS9A,5.0,1086393600
A3QNX5KWHDV0GD,B00EVOA9HK,2.0,1404259200
A1PSVZBM894R5H,B003D8GAA0,5.0,1289088000
AMVXR3NPL0GWX,B001E1Y5O6,5.0,1361664000
AXYM52DNK6NDF,B0056XBWJY,5.0,1340841600
A1VEELTKS8NLZB,B003E2XQXY,4.0,1372550400
A34BZM6S9L7QI4,B007WTAJTO,5.0,1373846400
A5KMMY627T3W,B00A659HXK,5.0,1368576000
ABH9D1TEOJ56E,B000088USR,3.0,1063670400
A2J96FILPQA01,B0026K7N2K,5.0,1339718400
A3094EPI56GKZ6,B000HPV3RW,5.0,1274918400
A2WW57XX2UVLM6,B00019LWRA,5.0,1261008000
A16C19G0I2DE8S,B009HC7BL8,5.0,1397088000
A7KBAXO177NND,B0009HN588,5.0,1357084800
A10ZBR6O8S8OCY,B00C25I5TE,5.0,1373587200
A22CW0ZHY3NJH8,B000ERD6HS,4.0,1290297600
ADLVFFE4VBT8,B005FDXZJU,5.0,1344124800
A1F1A0QQP2XVH5,B00BQHD4B8,3.0,1376179200
A3MU9G6YWKTGTA,B001E2V7R8,5.0,1318464000
A1CMD08Z49PGKQ,B0002QL9UC,5.0,1351123200
A13WREJ05GMRA6,B004ZMVD0A,4.0,1368316800
ARW8VGT10JG60,B0049WBZEK,5.0,1318204800
A2EN82VBJT44QP,B00BJSYV4S,5.0,1389657600
A38RMU1Y5TDP9,B0050DXRES,5.0,1362268800
ACJT8MUC0LRF0,B002VPE21A,5.0,1278547200
ARW8VGT10JG60,B003S0YC5I,4.0,1381017600
A2PJH18W4XHTZW,B00691WMJG,5.0,1347148800
A197T2N6RU7K56,B001KB6Z2U,5.0,1280620800
A3L9E0YI7C5G0W,B0047T79TU,4.0,1296345600
A386LG0LRWKJZP,B000ZH7E5M,1.0,1391472000
A2XA8CW5DF4MNZ,B003HIXP9K,5.0,1276473600
AQR4HPVSOPS08,B002T1OJZU,5.0,1368403200
A1AWL9JASMG904,B006GWO5WK,2.0,1355529600
A2LEIANN1UZTHP,B004CG11SS,5.0,1354579200
A3VONQL7YW8UPM,B005058B56,5.0,1351987200
A19FRW264WZTGP,B001R0QBI2,4.0,1338854400
A3775OP5VTX5ON,B00DYP98LU,4.0,1405641600
ADOR3TR7GDF68,B000EY5F5C,1.0,1367625600
AVPNQUVZWMDSX,B00IF0JAYE,4.0,1403308800
ASJSX783R5HTZ,B0013L5INE,5.0,1301875200
A1X3DA7C61WZLQ,B0014IM2RQ,4.0,1224633600
A2GOHNFBHUU3UI,B00I2N6NVC,4.0,1402876800
AMUP8DYE7EAN2,B000WBQOZW,4.0,1230768000
A3NEAETOSXDBOM,B00DVFLJDS,5.0,1377043200
A2LLSFQO8O8XNW,B0036VO2BI,1.0,1333497600
AI0BCEWRE04G0,B0007A1IRC,5.0,1402444800
A3077MQTAKOVFZ,B003BT69Z2,5.0,1325548800
A1AWL9JASMG904,B0090CVJZ4,4.0,1362873600
A23QII83UGZP5U,B0030BZ7HM,4.0,1200700800
AT6CZDCP4TRGA,B0001EMLAM,3.0,1098057600
ADLVFFE4VBT8,B004CLYEDC,5.0,1358726400
A1QVFHPY8418HC,B0000EZ1KK,5.0,1243555200
AO09RWV40IX78,B003CYKYU2,5.0,1311724800
A1YE1IK0JYSIIE,B00APOLB4U,4.0,1367798400
A1MEISNED4NP7U,B000P0PF9G,4.0,1362700800
A1EKSETIBS9ETQ,B00026WRFI,5.0,1091404800
A3963R7EPE3A7E,B0093H4VSS,3.0,1357948800
A20G074MWH9U7O,B0058PL9RA,4.0,1387929600
AKSQNMIKOU01H,B004QC6VAG,5.0,1384473600
A1MFPAM9TTRTXN,B0046TJG1U,5.0,1400544000
A3F3B1JPACN215,B0035JJOLE,5.0,1267056000
AGGAQLXPVGM5D,B001QFYCXO,2.0,1235520000
A3V5F050GVZ56Q,B005KOZNBW,3.0,1354320000
A2RU4U1JZ3DMP5,B00017LSPI,4.0,1317600000
A3QU3O79AGNWCY,B005GM1Q1O,5.0,1334793600
A3S5WYWYKSAI9C,B004I8WH8I,3.0,1313625600
AEJAGHLC675A7,B00DQZQ16S,3.0,1397433600
A1QOK9LU90ACF7,B0094C0DYI,5.0,1387584000
A1H4IVXNXWWBLV,B0039NLS4C,3.0,1398211200
